"Id","Name","Aka","Type","Clan","Adv","Group","Capacity","Disciplines","Card Text","Set","Title","Banned","Artist"
"200125","Appolonius","","Vampire","Brujah","","1","10","for pot CEL PRE","Camarilla primogen: Appolonius gets one optional press each combat. +1 bleed.","Jyhad:V, VTES:V, Tenth:A","primogen","","Tim Bradstreet & Grant Goleash"
"200126","Appolonius","","Vampire","Brujah","Advanced","1","10","dom CEL FOR POT PRE","Anarch: Appolonius gets +1 bleed for each titled vampire controlled by the target Methuselah.
[MERGED] Baron of London: Appolonius can enter combat with a minion as a (D) action.","AU:C/2, Anthology:1","","","Ginés Quiñonero"
"200127","Arcadian, The","","Vampire","Kiasyd","","5","8","chi for DOM MYT OBT","Sabbat: The Arcadian can bleed with +1 bleed as a +1 stealth (D) action that costs 1 blood.","HttB:U/B2","","","Ken Meyer, Jr."
"200128","Ardan Lane","","Vampire","Tremere","","3","8","dom obf pre AUS THA","Camarilla primogen: When stealing blood with a strike that requires Thaumaturgy [tha], Ardan steals an additional blood.","Anarchs:U2, KMW:PB","primogen","","Lawrence Snelly"
"200129","Aredhel","","Vampire","Salubri antitribu","","4","5","aus FOR VAL","Sabbat. Black Hand.","LoB:U, HttB:PSal","","","David Day"
"200130","Aren, Priest of Eshu","","Vampire","Guruhi","","4","7","ani obf POT PRE","Laibon: Aren gets +1 stealth on political actions. Any vampire casting votes or ballots against a referendum called by Aren burns 1 blood when the results are tallied.","LoB:PG2","","","Matt Mitchell"
"200131","Ariadne","","Vampire","Gangrel","","5","8","chi ANI FOR PRO","Camarilla: Blood hunts cannot be called on Ariadne. +1 hunt.","KoT:V/A2","","","Veronica Jones"
"200132","Ariane","","Vampire","Brujah","","5","3","cel pot pre","Anarch: Ariane gets -1 stealth during undirected actions.","AU:C/2, V5A:PB1","","","Mark Kelly"
"200133","Arianne, The Conqueror","","Vampire","Toreador antitribu","","5","7","aus CEL DOM PRE","Sabbat: On any round after the first, Arianne may strike to end combat and inflict 1 damage on the opposing minion after combat ends.","SoC:V","","","Lawrence Snelly"
"200134","Ariel","","Vampire","Salubri antitribu","","6","6","AUS FOR VAL","Sabbat.","HttB:U/B2","","","Justin Norman"
"200135","Arika","","Vampire","Ventrue","","2","11","aus cel DOM FOR OBF PRE","Camarilla Ventrue Inner Circle: If Arika is ready during your prey's unlock phase, your prey chooses which locations he or she keeps in play. For each location he or she controls, your prey burns 1 pool or burns the location. +2 bleed.","DS:V, CE:PV","inner circle","","Sandra Everingham"
"200136","Arishat","","Vampire","Baali","","6","6","DAI OBF PRE","Independent. 1 vote (titled): During the polling step of any referendum, Arishat can burn 1 blood to force any vampire to abstain. Infernal.","HttB:U/A2","1 vote","","Samuel Araya"
"200137","Aristotle de Laurent","","Vampire","Malkavian antitribu","","3","9","pot AUS DEM OBF PRE","Sabbat: While Aristotle is ready, every Methuselah has +1 hand size. +1 stealth.","BH:U2/PM","","","Andrew Trabbold"
"200138","Armin Brenner","","Vampire","Brujah antitribu","","4","10","ani obf CEL FOR POT PRE","Sabbat Archbishop of Washington, D.C.: When a referendum Armin calls passes, you gain 1 pool after resolving the referendum.","Third:PB2","archbishop","","Eric Lofgren"
"200139","Arnold Simpson","","Vampire","Brujah","","3","2","pot","Camarilla.","CE:V, BSC:X","","","Lawrence Snelly"
"200140","Arnulf Jormungandrsson","","Vampire","Follower of Set","","5","8","aus cel OBF PRE SER","Camarilla: If Arnulf attempts to block, the acting minion cannot play action modifier cards requiring Dementation [dem], Dominate [dom], Necromancy [nec] or Presence [pre] until the end of the action.","LotN:U, POD:DTC","","","Lawrence Snelly"
"200141","Arriette Sylla","","Vampire","Osebo","","4","3","POT","Laibon: If Arriette has no Orun, she gets -1 bleed.","EK:U","","","Vince Locke"
"200142","Art Morgan","","Vampire","Gangrel","","5","8","ANI FOR POT PRO","Camarilla primogen: If Art is ready during your minion phase, you can unlock a werewolf you control.","TU:C/B2","primogen","","Ian Hernaiz; Carmen Cornet"
"200143","Artemis","","Vampire","Malkavian antitribu","","2","6","aus cel for DEM OBF","Sabbat.","Sabbat:V, BH:PM","","","Ken Meyer, Jr."
"200144","Arthur Denholm","","Vampire","Malkavian","","5","5","obf AUS DEM","Camarilla.","KoT:V/A1, FB:PM1","","","Veronica Jones"
"200145","Asguresh","","Vampire","Nagaraja","","5","6","aus CEL NEC","Independent: During a combat, Asguresh can cancel a combat card played by the opposing minion as it is played, and its cost is not paid. Scarce.","HttB:U/A2","","","Robin Chyo"
"200146","Ash Harrison","","Vampire","Tremere antitribu","","5","7","cel dom AUS THA","Sabbat. Black Hand: Once each round, if the range is long, Ash may strike for 1R aggravated damage.","SoC:V","","","Mark Poole"
"201620","Ashlesha","","Vampire","Ravnos","","2","3","aus chi","Independent.","Promo-20210701","","","Ginés Quiñonero"
"201533","Ashley","","Vampire","Malkavian","","6","3","dom obf","Camarilla.","V5:PM1","","","Mark Kelly"
"201578","Asmin Kobane","","Vampire","Assamite","","6","5","dom obf tha CEL","Camarilla.","V5A:PBh1","","","Noora Hirvonen"
"200147","Assad Salhoum","","Vampire","Malkavian","","4","5","aus dem dom obf","Camarilla: When Assad successfully blocks, he gains 1 blood from the blood bank (before combat begins, if any).","Gehenna:U","","","Christopher Shy"
"200148","Astrid Thomas","","Vampire","Tremere","","1","7","aus pot DOM THA","Camarilla primogen: When results are tallied during a referendum, any Tremere who are not abstaining cast votes and ballots with Astrid (unless Astrid abstains).","Jyhad:V, VTES:V, Tenth:A","primogen","","Ken Meyer, Jr."
"201579","Atiena","","Vampire","Brujah","","6","6","pot pre obf CEL","Anarch Baron of Mombasa.","V5A:PB2","baron","","Mark Kelly"
"200149","Augustus Giovanni","","Vampire","Giovanni","","2","11","cel pre AUS DOM NEC POT","Independent. 2 votes (titled): If a vampire you control has been burned since your last turn, Augustus can move that vampire from your ash heap to the ready region (with no blood) as an action that costs 1 pool. +1 bleed.","FN:R, POD:DTC","2 votes","","Christopher Shy"
"201534","Aunt Linda","","Vampire","Nosferatu","","6","4","obf POT","Camarilla.","V5:PN1","","","Riccardo Fabiani"
"200150","Aurora Van Brande, Paladin","","Vampire","Lasombra","","2","6","dom for pot OBT","Sabbat: Aurora can strike: 1R damage.","Sabbat:V, SW:PL, POD:DTC","","","Doug Alexander"
"200151","Axel Von Anders","","Vampire","Brujah antitribu","","4","5","cel obf pot PRE","Sabbat.","Third:V","","","Abrar Ajmal"
"200152","Ayelea, The Manipulator","","Vampire","Tremere antitribu","","2","10","pre AUS DOM OBT THA","Sabbat cardinal: Ayelea may give you control of a Tremere antitribu until the end of your next turn as a (D) action.","Sabbat:V, BH:PTr","cardinal","","Arthur Roberg"
"201535","Ayelech","","Vampire","Tremere","","6","7","AUS DOM THA","Camarilla Prince of Addis Ababa.","V5:PTr2, NB:PTr1","prince","","Samuel Araya"
"200153","Ayo Igoli","","Vampire","Ishtarri","","4","10","obf tha AUS CEL FOR PRE","Laibon: Ayo gets an additional vote for each ready titled vampire you control. You may use a discard phase action to move 2 blood from Ayo to a Laibon in your uncontrolled region.","LoB:U","","","Rebecca Guay"
"200154","Azaneal","","Vampire","Baali","","4","7","pre tha DAI OBF OBT","Independent: Actions to put vampires in play cost Azaneal 1 less blood or pool. Infernal.","KMW:U/PB","","","Lawrence Snelly"
"200155","Aziz, Dammar of Istanbul","","Vampire","Assamite","","2","10","ser CEL OBF PRE QUI","Independent. 2 votes (titled): Put 1 status counter on Aziz after a vampire opposing him is burned in combat. He gets +1 vote for each status counter on him. Blood cursed. +1 strength.","FN:U2, POD:DTC","2 votes","","Christopher Shy"
"200156","Azrael","","Vampire","Salubri antitribu","","6","5","for AUS VAL","Sabbat: Azrael can move 1 of the blood he would gain from a hunt to another vampire you control instead. He cannot press to end combat.","HttB:U/B2","","","Justin Norman"
"200157","Baba Yaga, the Iron Hag","","Vampire","Nosferatu","","5","11","ANI AUS FOR OBF POT THA","Independent: Once each turn, Baba Yaga can unlock when she successfully recruits an ally or employs a retainer. Once each round, she can burn 1 blood to make the damage from her hand strikes aggravated that round. +1 strength. +1 bleed.","Promo-20150221","","","Ginés Quiñonero"
"200158","Babalawo Alafin","","Vampire","Harbinger of Skulls","","4","7","ani AUS FOR NEC","Laibon: During your unlock phase, if Alafin is ready, you may discard two cards (draw afterward). If the two cards are the same, each other Methuselah's hand size is one card smaller until his or her next unlock phase.","LoB:U","","","Sam Araya"
"200159","Badger","","Vampire","Gangrel","","1","6","ani pot FOR PRO","Camarilla.","Jyhad:V, VTES:V, Tenth:B","","","Pete Venters"
"200160","Badr, Shadow of Granada","","Vampire","Lasombra","","5","7","DOM OBT POT","Independent: Cards requiring Obtenebration [obt] cost Badr 1 fewer blood.","DM:C/2, Anthology:1","","","Francesc Grimalt"
"200161","Badr al-Budur","","Vampire","Assamite","","2","5","cel dom qui OBF","Independent: Blood cursed.","FN:U2, POD:DTC","","","Christopher Shy"
"201536","Baixinho","","Vampire","Nosferatu","","6","3","ani obf","Camarilla.","V5:PN1","","","Heather V. Kreiter"
"200162","Bajazet al-Nasir","","Vampire","Assamite","","2","8","cel for pre OBF QUI","Independent: Once each combat, Bajazet can burn 1 blood to make the damage from his hand strikes aggravated for the current round. Blood cursed.","FN:U2, POD:DTC","","","Christopher Shy"
"200163","Bakr","","Vampire","Assamite","","5","8","dem pro CEL OBF QUI","Independent: Bakr can enter combat with a minion as a +1 stealth action that costs 1 blood. Blood cursed.","LotN:U, POD:DTC","","","Torstein Nordstrand"
"200164","Baldesar Rossellini","","Vampire","Giovanni","","4","8","aus for nec DOM POT","Independent: Once each turn, if Baldesar is ready, he can reduce the cost of a location or of an equipment you play by 1 blood or pool. +1 strength.","Gehenna:U, POD:DTC","","","Lawrence Snelly"
"200165","Banjoko","","Vampire","Lasombra","","3","5","obt pot DOM","Sabbat: Black Hand. Seraph.","BH:U2, POD:DTC","","","Rebecca Guay"
"200166","Barbaro Lucchese","","Vampire","Baali","","3","5","dai obf pre tha","Independent: Barbaro may place a taint counter on a minion as a +1 stealth (D) action. If a minion has 2 taint counters, burn those counters to make the minion infernal. Barbaro may change his clan to Tremere antitribu as +1 stealth action. Infernal.","Promo-20041015","","","Ken Meyer, Jr."
"200167","Baron, The","","Vampire","Samedi","","2","9","dom FOR NEC OBF THN","Independent: The Baron has 2 votes (titled). During your unlock phase, if The Baron is ready, you may look at the hand of each Methuselah who controls a ready Giovanni. +1 bleed.","Promo-20011201, BL:U1","2 votes","","John Van Fleet"
"200168","Baron Dieudonne","","Vampire","Nosferatu","","4","9","ANI OBF POT PRO","Camarilla Prince of Brussels: During your minion phase, Dieudonne can burn 1 blood to unlock after performing a successful action.","KoT:V/A2","prince","","Tony Shasteen"
"200169","Baroque","","Vampire","Samedi","","5","7","aus for obf NEC THN","Independent: Baroque can enter combat with a younger vampire who is not Giovanni or Nosferatu as a (D) action.","HttB:U/A2/PSam2","","","Justin Norman"
"200170","Barry","","Vampire","Blood Brother","","2","5","ani for pot san vic","Sabbat. Chicago Circle: Barry gets +1 strength when in combat with an ally or a younger vampire. Sterile.","BL:U1","","","Lawrence Snelly"
"200171","Barth","","Vampire","Toreador","","3","5","aus cel PRE","Camarilla: Vampires of capacity 3 or less controlled by your prey or predator get -1 stealth when Barth is ready and unlocked.","CE:V/PTo, BSC:X","","","Christopher Shy"
"200172","Bartholomew","","Vampire","Kiasyd","","2","8","dom obt AUS MYT NEC","Sabbat: If Bartholomew is unlocked at the beginning of your turn, you gain 1 pool from the blood bank.{}","BL:U2","","","Christopher Shy"
"200173","Basil","","Vampire","Pander","","2","1","obf","Sabbat: Any older vampire gets +1 strength when in combat with Basil.","Sabbat:V, SW:U","","","John Bolton"
"200174","Basilia","","Vampire","Gangrel","","1","10","obf pot ANI FOR PRO","Camarilla primogen: Damage from Basilia's hand strikes is aggravated.","Jyhad:V, VTES:V, Tenth:B","primogen","","Richard Thomas"
"200175","Basir","","Vampire","Assamite","","4","1","qui","Independent: Basir gains 1 blood after you use a master phase action to put a master Discipline card on him. He cannot block or play reaction cards. Blood cursed.","KMW:U, POD:DTC","","","Mark Poole"
"200176","Batsheva","","Vampire","Guruhi","","4","6","obt pot ANI PRE","Laibon: Batsheva gets +1 strength in combat with a Tzimisce.","LoB:PG2","","","Rebecca Guay"
"200177","Batsheva","","Vampire","Guruhi","Advanced","4","6","obt pot ANI PRE","Advanced, Laibon: Batsheva gets +1 strength in combat with a Malkavian.
[MERGED] +1 strength (in addition to her bonus against Malkavian and Tzimisce).","EK:U","","","Leif Jones"
"200178","Bear Paw","","Vampire","Gangrel","","1","5","for pre pro ANI","Camarilla.","Jyhad:V, VTES:V, Tenth:B","","","Robert McNeill"
"200179","Beast, The Leatherface of Detroit","","Vampire","Nosferatu antitribu","","2","7","ani cel OBF POT","Sabbat: Beast cannot play action cards. He cannot have or use equipment or retainers. Beast may enter combat with any ready minion controlled by another Methuselah as a (D) action. +1 strength.","Sabbat:V, SW:U, BH:PN","","","Pete Venters"
"200180","Béatrice L'Angou","","Vampire","Kiasyd","","2","5","aus dom nec MYT","Sabbat.{}","BL:U2","","","Christopher Shy"
"200181","Béatrice ""Oracle171"" Tremblay","Beatrice ""Oracle171"" Tremblay","Imbued","Innocent","","4","3","inn ven","During your unlock phase, another ready imbued you control takes 1 unpreventable damage. +1 bleed.","NoR:U","","","Jim Pavelec"
"200182","Beauregard Krueller","","Vampire","Malkavian antitribu","","4","4","aus dem obf","Sabbat.","Third:PM2","","","Joel Biske"
"200183","Beckett","","Vampire","Gangrel","","3","7","cel ANI FOR PRO","Independent: Beckett can allow you to draw 3 cards from your library as a +1 stealth action. Discard down to your hand size afterward.","Anarchs:PG","","","Mike Huddleston"
"200184","Beckett","","Vampire","Gangrel","Advanced","3","8","cel tha ANI FOR PRO","Advanced, Independent: While Beckett is ready, you have +X hand size, where X is the number of Gehenna cards in play. If Beckett leaves the ready region, discard your hand.","Gehenna:U","","","Lawrence Snelly"
"200185","Beetleman","","Vampire","Nosferatu","","4","4","obf ANI","Camarilla.","KoT:V/A1, FB:PN1","","","Vince Locke"
"200186","Bela","","Vampire","Malkavian","","5","3","ani obf pro DEM","Independent: Bela cannot take political actions. -1 stealth.","KoT:V/A1, FB:PM1","","","Heather V. Kreiter"
"200187","Bela Kardoza","","Vampire","Brujah antitribu","","4","10","ani dom CEL POT PRE VIC","Sabbat: During a referendum, Bela may burn X blood to get X additional votes.","Third:V","","","Lawrence Snelly"
"201537","Belinde","","Vampire","Nosferatu","","6","6","ani aus pot OBF","Camarilla Prince of Copenhagen.","V5:PN2","prince","","Martín de Diego Sábada"
"200188","Belle Equitone","","Vampire","Follower of Set","","4","2","ser","Independent.","LotN:PS2, POD:DTC","","","Ken Meyer, Jr."
"200189","Benedict Giovanni, Agent","","Vampire","Giovanni","","4","6","cel dom nec FOR POT","Independent: During your unlock phase, any Giovanni older than the oldest ready Giovanni you control can burn 1 blood to steal Benedict. He cannot block undirected actions.","KMW:PAl, POD:DTC","","","Steve Ellis"
